t,x,y,z,odom_yaw,cx,cy,cz,label,rot1,rot2,rot3,rot4,rot5,rot6,rot7,rot8,rot9
1713602430033628544,3.51459,-0.169972,0.85591,0.693484,3.54553,-0.133855,0.158441,Three,0.983482,-0.0272599,0.178941,0.0327837,0.999071,-0.0279845,-0.178012,0.0333886,0.983462
1713602430047081312,3.55543,0.15923,0.855624,-0.775104,3.57667,0.196452,0.161772,Four,0.983477,-0.0272746,0.178969,0.0327934,0.999071,-0.0279506,-0.17804,0.0333577,0.983458
1713602430057235611,3.53179,0.154118,0.850029,-0.751226,3.55256,0.190688,0.160383,Four,0.98348,-0.0272674,0.178951,0.0327938,0.99907,-0.0279965,-0.178021,0.0334024,0.98346
1713602430063597915,3.5302,0.15111,0.849263,-0.73662,3.55093,0.18775,0.159833,Four,0.98348,-0.0272953,0.178947,0.032823,0.999069,-0.0280022,-0.178016,0.0334132,0.98346
1713602430072919997,3.51717,0.146637,0.846008,-0.713705,3.53765,0.18283,0.158956,Four,0.983489,-0.0272652,0.178904,0.0327928,0.99907,-0.0280121,-0.177974,0.0334163,0.983468
1713602430079704155,3.4817,0.142545,0.837383,-0.70227,3.50133,0.177818,0.156657,Four,0.983489,-0.0272655,0.178903,0.0327956,0.999069,-0.0280262,-0.177973,0.0334307,0.983467
1713602430087593054,3.5055,0.139274,0.842555,-0.672096,3.52576,0.175276,0.157392,Four,0.983487,-0.0272913,0.178907,0.0328234,0.999068,-0.0280349,-0.177975,0.0334443,0.983467
1713602430094950674,3.47893,0.135299,0.836386,-0.660975,3.49863,0.170566,0.155973,Four,0.983491,-0.0272796,0.178891,0.0328083,0.999069,-0.0280196,-0.17796,0.0334261,0.98347
1713602430101952764,3.47576,0.131721,0.835315,-0.638644,3.49542,0.166897,0.155328,Four,0.983489,-0.0272739,0.178901,0.0328039,0.999069,-0.0280256,-0.17797,0.0334315,0.983468
1713602430108983599,3.47345,0.127945,0.834949,-0.621009,3.49318,0.163115,0.155171,Four,0.983484,-0.0272892,0.178924,0.0328209,0.999068,-0.0280286,-0.177993,0.0334382,0.983463
1713602430119195583,3.48566,0.123088,0.837772,-0.588727,3.50584,0.158486,0.155621,Four,0.983486,-0.027262,0.178921,0.0327941,0.999069,-0.0280343,-0.17799,0.0334389,0.983464
1713602430126705258,3.50785,0.119654,0.842235,-0.555394,3.52854,0.155806,0.156042,Four,0.983489,-0.0273032,0.178895,0.0328318,0.999068,-0.0280158,-0.177964,0.0334267,0.983469
1713602430132575564,3.47549,0.115742,0.834564,-0.553211,3.49543,0.151212,0.154311,Four,0.983497,-0.0273492,0.178844,0.0328707,0.999068,-0.0279825,-0.177912,0.0333995,0.983479
1713602430139917492,3.49959,0.112227,0.839753,-0.521018,3.52014,0.148292,0.155136,Four,0.983504,-0.0273362,0.17881,0.0328608,0.999067,-0.0280076,-0.177878,0.0334215,0.983485
1713602430146981180,3.49046,0.108097,0.837622,-0.505609,3.5109,0.143978,0.154523,Four,0.983503,-0.0273489,0.17881,0.0328682,0.999068,-0.0279774,-0.177878,0.033393,0.983486
1713602430153462049,3.46096,0.104238,0.830767,-0.498185,3.48076,0.139335,0.152954,Four,0.983506,-0.0273477,0.178795,0.0328694,0.999068,-0.0279934,-0.177863,0.0334086,0.983488
1713602430163672290,3.43357,0.0984839,0.824511,-0.493054,3.45288,0.132695,0.151396,Four,0.983503,-0.0273007,0.178818,0.0328266,0.999068,-0.0280159,-0.177887,0.0334237,0.983483
1713602430171752749,3.46081,0.0940403,0.830544,-0.450269,3.48086,0.129,0.152392,Four,0.983506,-0.0273067,0.178803,0.0328322,0.999068,-0.0280162,-0.177871,0.0334246,0.983486
1713602430178159380,3.46509,0.0906674,0.831542,-0.429352,3.48535,0.125664,0.152583,Four,0.983511,-0.0272862,0.17878,0.0328143,0.999068,-0.028037,-0.177849,0.0334412,0.983489
1713602430189248712,3.46152,0.0842434,0.83059,-0.40394,3.48184,0.11918,0.151975,Four,0.983506,-0.027292,0.178806,0.03282,0.999068,-0.0280311,-0.177874,0.0334372,0.983485
1713602430196692887,3.43938,0.0797547,0.825396,-0.404517,3.45926,0.114061,0.150666,Four,0.983507,-0.0272772,0.178802,0.0328055,0.999068,-0.0280347,-0.177871,0.033438,0.983486
