t,x,y,z,odom_yaw,cx,cy,cz,label,rot1,rot2,rot3,rot4,rot5,rot6,rot7,rot8,rot9
1714313104040181977,3.86699,-0.90856,-0.51777,0.808581,3.99424,0.300509,-0.0539189,Three,0.946504,-0.299989,-0.1189,0.305984,0.951377,0.0354279,0.102491,-0.069914,0.992274
1714313104046258799,3.91654,-0.922833,-0.524976,0.761641,4.04629,0.301758,-0.0550404,Three,0.946511,-0.299971,-0.118888,0.305965,0.951383,0.0354313,0.102479,-0.0699115,0.992275
1714313104052969672,3.94429,-0.932334,-0.529716,0.717906,4.07596,0.301063,-0.0561161,Three,0.946507,-0.299974,-0.118915,0.305968,0.951383,0.0354091,0.102512,-0.0698992,0.992273
1714313104059776269,3.85102,-0.913304,-0.518372,0.735722,3.98063,0.29105,-0.0555533,Three,0.9465,-0.299975,-0.118963,0.305969,0.951384,0.0353809,0.102566,-0.069887,0.992268
1714313104066622924,3.88495,-0.924631,-0.52359,0.68637,4.01676,0.290469,-0.0563724,Three,0.946498,-0.299973,-0.118984,0.305969,0.951384,0.0353845,0.102585,-0.0698969,0.992265
1714313104073464834,3.8749,-0.925514,-0.522717,0.659795,4.00741,0.286593,-0.0563815,Three,0.946495,-0.299973,-0.119008,0.305971,0.951383,0.0353838,0.102608,-0.0699034,0.992263
1714313104080269808,3.86038,-0.925231,-0.521515,0.639303,3.99344,0.282503,-0.0567505,Three,0.946494,-0.299983,-0.118994,0.305979,0.951381,0.0353728,0.102598,-0.06989,0.992265
1714313104087146273,3.72906,-0.897575,-0.502665,-0.191263,3.85861,0.269242,-0.0534891,Three,0.946499,-0.29997,-0.118985,0.305966,0.951385,0.0353765,0.102588,-0.069889,0.992266
1714313104093928700,3.83388,-0.925615,-0.519144,0.581223,3.96819,0.27404,-0.0569902,Three,0.946497,-0.299964,-0.119018,0.305961,0.951387,0.035362,0.102625,-0.0698848,0.992262
1714313104100668112,3.82249,-0.926244,-0.517987,0.556583,3.95747,0.270011,-0.0568517,Three,0.946493,-0.299965,-0.119046,0.305962,0.951387,0.0353496,0.102655,-0.0698817,0.992259
1714313104107429715,3.81292,-0.927071,-0.517101,0.528921,3.94855,0.266274,-0.0569006,Three,0.946497,-0.299952,-0.119045,0.30595,0.951391,0.0353543,0.102654,-0.0698845,0.992259
1714313104114134131,3.77079,-0.920003,-0.512194,0.532756,3.90597,0.260264,-0.0568984,Three,0.9465,-0.299948,-0.119031,0.305943,0.951394,0.0353369,0.102646,-0.0698632,0.992262
1714313104120817139,3.7682,-0.922819,-0.512626,0.491242,3.90442,0.256787,-0.0574097,Three,0.9465,-0.299951,-0.119027,0.305944,0.951394,0.0353212,0.102647,-0.0698471,0.992263
1714313104127597067,3.76264,-0.924754,-0.51222,0.455684,3.89969,0.253204,-0.0573545,Three,0.946502,-0.299936,-0.119048,0.305929,0.951399,0.0353094,0.102671,-0.0698405,0.99226
1714313104134692506,3.73116,-0.920317,-0.508453,0.465529,3.86812,0.247875,-0.0571446,Three,0.946506,-0.299922,-0.11905,0.305915,0.951404,0.0353036,0.102677,-0.0698344,0.99226
1714313104141807830,3.69391,-0.914739,-0.503948,0.470956,3.83064,0.242076,-0.0569108,Three,0.946496,-0.299956,-0.119045,0.305946,0.951395,0.0352885,0.102674,-0.0698219,0.992262
1714313104149130773,3.69867,-0.919641,-0.505537,0.420797,3.83681,0.238889,-0.0575209,Three,0.946486,-0.299972,-0.119081,0.305965,0.951388,0.0352882,0.102707,-0.0698345,0.992257
1714313104155965845,3.67481,-0.917057,-0.502488,0.385156,3.81308,0.234157,-0.0571771,Three,0.946487,-0.299974,-0.119069,0.305967,0.951388,0.0352942,0.102693,-0.0698365,0.992259
1714313104162844698,3.66242,-0.917295,-0.500939,0.369636,3.80124,0.230161,-0.0569915,Three,0.946493,-0.299967,-0.119044,0.305959,0.95139,0.0353024,0.102667,-0.069836,0.992261
1714313104169712551,3.6493,-0.917401,-0.499668,0.392247,3.78872,0.226026,-0.0570656,Three,0.946498,-0.29995,-0.119044,0.305943,0.951395,0.0353104,0.102667,-0.0698421,0.992261
1714313104176631632,3.62306,-0.914046,-0.496581,0.352579,3.7625,0.221243,-0.0569427,Three,0.946503,-0.299937,-0.119041,0.305929,0.9514,0.0353053,0.102666,-0.0698345,0.992262
1714313104183385980,3.59926,-0.911911,-0.493698,0.339021,3.739,0.216106,-0.0565835,Three,0.946499,-0.299938,-0.119064,0.305931,0.951399,0.0352982,0.10269,-0.069835,0.992259
1714313104189153242,3.61301,-0.917857,-0.495905,0.330255,3.75406,0.214605,-0.0568124,Three,0.946494,-0.299942,-0.119099,0.305936,0.951398,0.0352847,0.102727,-0.0698335,0.992255
