t,x,y,z,yaw1,yaw2,label
1714224644985948612,3.51298,0.281233,-0.51569,0.351977,-0.178796,Three
1714224644993221144,3.58074,0.276913,-0.526323,0.280966,-0.117509,Three
1714224645000894992,3.54538,0.263153,-0.520065,0.372283,-0.217516,Three
1714224645008431814,3.49931,0.249773,-0.512822,0.426187,-0.274025,Three
1714224645015436611,3.5818,0.245979,-0.525156,0.390249,-0.241425,Three
1714224645022478809,3.54985,0.234244,-0.519245,0.429819,-0.290278,Three
1714224645029639036,3.54301,0.2239,-0.51831,0.46636,-0.32839,Three
1714224645037246352,3.57762,0.215925,-0.522934,0.459524,-0.327058,Three
1714224645044131296,3.59004,0.207069,-0.524275,0.482437,-0.354933,Three
1714224645051312905,3.54702,0.194937,-0.516897,0.531146,-0.406334,Three
1714224645059373090,3.58392,0.186273,-0.52159,0.53779,-0.417676,Three
1714224645066616202,3.62482,0.178471,-0.52767,0.533092,-0.419435,Three
1714224645073885577,3.61847,0.168196,-0.526804,0.568579,-0.460651,Three
1714224645081280051,3.59936,0.157685,-0.522983,0.598505,-0.496734,Three
1714224645088459891,3.58795,0.148017,-0.520037,0.631685,-0.530184,Three
1714224645095887466,3.61229,0.139156,-0.52349,0.647979,-0.547453,Three
1714224645103142933,3.66893,0.131771,-0.531888,0.64491,-0.552928,Three
1714224645110253994,3.6519,0.121858,-0.528062,0.681213,-0.593526,Three
1714224645117095061,3.67128,0.11379,-0.530489,0.695547,-0.610881,Three
1714224645124106223,3.71493,0.106201,-0.536289,0.705221,-0.625732,Three
1714224645131116941,3.71981,0.0970356,-0.53711,0.727025,-0.649546,Three
1714224645138161693,3.7236,0.0885746,-0.53711,0.751777,-0.680096,Three
1714224645145319996,3.72876,0.433813,-0.539673,-0.694871,0.896044,Three
1714224645152236289,3.63233,0.412604,-0.524299,-0.692613,0.889434,Three
1714224645159064152,3.63889,0.404084,-0.525679,-0.669928,0.861782,Three
1714224645166124617,3.72434,0.403134,-0.539896,-0.618819,0.809361,Three
1714224645173152054,3.66985,0.387185,-0.531206,-0.616779,0.802961,Three
1714224645180305548,3.68707,0.37851,-0.534044,-0.58563,0.769141,Three
1714224645187285105,3.68409,0.367847,-0.533645,-0.559934,0.739317,Three
1714224645194196290,3.6849,0.358052,-0.534016,-0.539009,0.714101,Three
1714224645201043864,3.6752,0.346907,-0.53278,-0.514599,0.680892,Three
1714224645207809719,3.59424,0.329662,-0.520529,-0.530535,0.692601,Three
1714224645214753568,3.59158,0.31907,-0.520259,-0.503878,0.660855,Three
1714224645221850008,3.63254,0.312198,-0.526337,-0.47559,0.62544,Three
1714224645228849492,3.55488,0.295277,-0.513759,-0.485016,0.637546,Three
1714224645235807437,3.11813,0.249749,-0.443252,0.767117,-0.606667,Three
1714224645242620431,3.61373,0.27981,-0.523897,-0.413791,0.545237,Three
1714224645249809828,3.57342,0.265877,-0.517195,-0.397022,0.534177,Three
1714224645257262771,3.63632,0.258992,-0.527114,-0.340697,0.46754,Three
1714224645264134239,3.58662,0.245536,-0.519256,-0.358905,0.479157,Three
1714224645271504136,3.62211,0.236988,-0.524092,-0.318961,0.441141,Three
1714224645279276735,3.56145,0.22192,-0.514564,-0.324329,0.435481,Three
1714224645286840675,3.60347,0.21272,-0.521561,-0.266461,0.373122,Three
1714224645293882860,3.66406,0.206352,-0.530627,-0.203656,0.310793,Three
1714224645301213677,3.57541,0.190279,-0.517251,0.329251,-0.227694,Three
1714224645308637288,3.52151,0.178297,-0.508622,-0.281023,0.37366,Three
1714224645315724519,3.60619,0.172123,-0.521212,-0.171358,0.260598,Three
1714224645323186467,3.54781,0.159485,-0.512,-0.247007,0.324244,Three
1714224645330609652,3.60491,0.152308,-0.520552,-0.15745,0.235028,Three
1714224645338053424,3.60073,0.142044,-0.520181,-0.0965458,0.170753,Three
1714224645345172116,3.5858,0.133336,-0.517456,-0.0885713,0.157685,Three
1714224645352534492,3.63167,0.126099,-0.524246,-0.00137838,0.0704694,Three
1714224645359795610,3.59213,0.116203,-0.51721,0.005025,0.0594255,Three
1714224645367212541,3.5792,0.108185,-0.515453,-0.0596708,0.116362,Three
1714224645374144058,3.57473,0.100129,-0.514553,0.13591,-0.0773983,Three
1714224645381582789,3.58116,0.0936524,-0.515779,-0.0599647,0.113035,Three
1714224645389259881,3.59246,0.0869216,-0.517749,0.0589357,-0.0077265,Three
1714224645396574143,3.60037,0.0805491,-0.519089,0.118832,-0.0673697,Three
1714224645403911875,3.60412,0.0747526,-0.520113,-0.0496609,0.0948805,Three
1714224645411185673,3.59055,0.0681853,-0.518847,0.135364,-0.0919619,Three
1714224645418138993,3.61319,0.0634112,-0.522474,0.00515663,0.0302635,Three
1714224645425694080,3.61736,0.0574096,-0.523962,0.0400705,-0.00786638,Three
1714224645433479136,3.60019,0.0511424,-0.522241,0.099301,-0.0687631,Three
1714224645440820349,3.57946,0.0449426,-0.519164,0.18188,-0.149796,Three
1714224645448042194,3.61536,0.0398948,-0.524516,0.14926,-0.121214,Three
1714224645455564542,3.58805,0.033157,-0.520097,0.236044,-0.209975,Three
1714224645462616944,3.59702,0.0273677,-0.520181,0.246341,-0.223152,Three
1714224645469431591,3.63917,0.0218098,-0.526375,0.194029,-0.17671,Three
1714224645477323901,3.62118,0.0151508,-0.523023,0.248319,-0.229738,Three
1714224645484270095,3.58654,0.00923761,-0.517217,0.311748,-0.29503,Three
1714224645491084715,3.64591,0.00378651,-0.525349,0.285259,-0.274156,Three
1714224645497879115,3.64244,-0.0019665,-0.524132,0.305812,-0.297508,Three
1714224645504844915,3.68268,-0.00711134,-0.529971,0.310076,-0.302475,Three
1714224645511794389,3.62301,-0.0124389,-0.520661,0.367599,-0.358936,Three
1714224645518842561,3.61327,-0.0171304,-0.519357,0.396422,-0.389113,Three
1714224645525952817,3.5887,-0.0215751,-0.515366,0.434898,-0.430183,Three
1714224645532962716,3.61642,-0.0261096,-0.520008,0.453421,-0.447257,Three
1714224645539989990,3.65986,-0.0303384,-0.526578,0.444011,-0.442857,Three
1714224645547045841,3.67607,-0.0344526,-0.529203,0.465697,-0.467541,Three
1714224645554226596,3.07699,-0.0313911,-0.433473,-0.728452,0.711355,Three
1714224645561103304,3.63815,-0.0409169,-0.523088,0.523543,-0.530649,Three
1714224645567948519,3.66503,-0.044018,-0.527742,0.542935,-0.548862,Three
1714224645574848584,3.66462,-0.0466879,-0.527709,0.565374,-0.569955,Three
1714224645582078716,3.62868,-0.0487429,-0.521787,0.599312,-0.603922,Three
1714224645589002859,3.6749,-0.0514505,-0.528444,0.605961,-0.613294,Three
1714224645595968550,3.77402,-0.0546341,-0.542952,0.591605,-0.600921,Three
1714224645602938933,3.72349,-0.0557834,-0.534727,0.636797,-0.644121,Three
1714224645609916153,3.66487,-0.0562595,-0.525361,0.678099,-0.683455,Three
1714224645617025368,3.62359,-0.0570563,-0.518487,0.71781,-0.723077,Three
1714224645623993329,3.72747,-0.0596827,-0.533578,0.707151,-0.712886,Three
1714224645631180346,3.75479,-0.061026,-0.536778,0.722271,-0.724947,Three
1714224645638104658,3.80325,0.291894,-0.544705,-0.722551,0.851935,Three
1714224645645141692,3.81166,0.293291,-0.546887,-0.690954,0.82333,Three
1714224645652032878,3.80277,0.293118,-0.546315,-0.673248,0.802014,Three
1714224645659140242,3.80405,0.294117,-0.546618,-0.643936,0.775096,Three
1714224645666163054,3.80091,0.294238,-0.546977,-0.622025,0.756648,Three
1714224645673690842,3.70602,0.287602,-0.534045,-0.623004,0.757304,Three
1714224645680452837,3.70556,0.288169,-0.534006,-0.603486,0.73882,Three
1714224645687223838,3.76834,0.293736,-0.54389,-0.55365,0.69254,Three
1714224645694035924,3.81715,0.298199,-0.551757,-0.516701,0.657642,Three
1714224645700782266,3.70613,0.290155,-0.534715,-0.534063,0.673041,Three
1714224645708212121,3.65915,0.286823,-0.52868,-0.523628,0.663666,Three
1714224645715251570,3.70398,0.291013,-0.535952,-0.47759,0.618197,Three
1714224645721975064,3.69887,0.291032,-0.535906,-0.460816,0.604945,Three
1714224645728800092,3.70161,0.291898,-0.537109,-0.419673,0.564321,Three
1714224645735765026,3.65341,0.288588,-0.530015,-0.42515,0.56811,Three
1714224645742851438,3.66434,0.289886,-0.531728,-0.403698,0.549567,Three
1714224645748982814,3.65084,0.289754,-0.52971,-0.378917,0.525779,Three
1714224645754959856,3.65868,0.291107,-0.531685,-0.357474,0.503369,Three
1714224645760859940,3.6046,0.287726,-0.523723,-0.36818,0.516531,Three
1714224645766784090,3.6496,0.292282,-0.531111,-0.316663,0.463495,Three
1714224645772987754,3.62162,0.29013,-0.527209,-0.334604,0.485705,Three
1714224645779888126,3.65675,0.294688,-0.532309,-0.251709,0.403411,Three
1714224645786728931,3.62502,0.292891,-0.52855,-0.303207,0.458443,Three
1714224645793641918,3.57284,0.289452,-0.520822,-0.309433,0.463457,Three
1714224645800762359,3.61735,0.293814,-0.528051,-0.241684,0.395873,Three
1714224645807630176,3.65313,0.297469,-0.533968,-0.164206,0.31853,Three
1714224645814606927,3.61969,0.295514,-0.529195,-0.151329,0.311087,Three
1714224645821571136,3.62354,0.295821,-0.530664,-0.147553,0.307652,Three
1714224645829367368,3.56553,0.29088,-0.521907,0.346084,-0.189958,Three
1714224645835855456,3.58757,0.294027,-0.525607,-0.112166,0.267547,Three
1714224645841921283,3.60078,0.295467,-0.52771,-0.0524737,0.212157,Three
1714224645847902978,3.59851,0.295345,-0.528214,-0.057859,0.217221,Three
1714224645853945079,3.59329,0.295266,-0.527443,-0.0210532,0.181763,Three
1714224645860825599,3.52019,0.289426,-0.516793,-0.147902,0.308057,Three
1714224645867833959,3.562,0.293124,-0.522958,0.247527,-0.087348,Three
1714224645874844370,3.57624,0.294997,-0.525908,-0.0117553,0.17704,Three
1714224645881906173,3.52512,0.29092,-0.517511,-0.113001,0.276314,Three
1714224645889065715,3.55867,0.294525,-0.523477,0.161854,-0.00154214,Three
1714224645896246596,3.56023,0.294641,-0.524111,0.159233,0.00431508,Three
1714224645903152777,3.52682,0.292931,-0.519219,-0.0725702,0.239911,Three
1714224645909986937,3.56449,0.295921,-0.524724,0.0337201,0.131369,Three
1714224645917289620,3.54898,0.295513,-0.522307,0.197597,-0.0270958,Three
1714224645924561292,3.55787,0.297028,-0.523956,0.104764,0.0631323,Three
1714224645931610252,3.54312,0.296702,-0.521318,0.0525812,0.116455,Three
1714224645939334314,3.5255,0.295409,-0.518947,0.239728,-0.0707842,Three
1714224645946801283,3.50214,0.29339,-0.515407,0.286972,-0.113276,Three
1714224645953879804,3.53417,0.297256,-0.521544,0.242458,-0.068697,Three
1714224645961214723,3.54921,0.299152,-0.523949,0.220971,-0.0496611,Three
1714224645968448990,3.56667,0.301326,-0.52698,0.156616,0.0154648,Three
1714224645975568451,3.53401,0.299216,-0.522201,0.266856,-0.0903179,Three
1714224645983405005,3.59504,0.305232,-0.532058,0.20152,-0.030205,Three
1714224645990438661,3.53843,0.300666,-0.523464,0.309395,-0.13289,Three
1714224645997439807,3.48951,0.297332,-0.51626,0.391716,-0.210767,Three
1714224646005221686,3.58643,0.306845,-0.531789,0.304312,-0.127944,Three
1714224646012243698,3.52827,0.302932,-0.523061,0.376842,-0.194553,Three
1714224646019306307,3.58581,0.309124,-0.531782,0.348871,-0.169764,Three
1714224646026141806,3.56398,0.307985,-0.528304,0.393994,-0.210363,Three
1714224646033064680,3.58238,0.310708,-0.531016,0.412488,-0.231782,Three
1714224646039949902,3.54652,0.308811,-0.525447,0.453134,-0.266832,Three
1714224646045780824,3.57004,0.312107,-0.529282,0.450894,-0.266117,Three
1714224646052665006,3.55936,0.312234,-0.527586,0.477173,-0.287963,Three
1714224646060247377,3.55439,0.313079,-0.526799,0.51691,-0.326962,Three
1714224646067357085,3.5579,0.31492,-0.527295,0.53469,-0.343861,Three
1714224646074788883,3.56001,0.316783,-0.52672,0.550424,-0.357046,Three
1714224646082267645,3.5634,0.318504,-0.527824,0.575541,-0.379391,Three
1714224646089921982,3.55942,0.31958,-0.527116,0.607146,-0.410908,Three
1714224646097116628,3.56703,0.32193,-0.52819,0.620394,-0.423167,Three
1714224646104541020,3.51933,0.31914,-0.521066,0.664788,-0.465341,Three
1714224646111354053,3.56206,0.324851,-0.527399,0.669953,-0.469861,Three
1714224646118303707,3.62247,0.33187,-0.537251,0.67291,-0.476619,Three
1714224646126336579,3.61346,0.33303,-0.535815,0.700243,-0.500569,Three
1714224646133359389,3.60402,0.33414,-0.534349,0.724864,-0.520065,Three
1714224646140711373,3.59419,0.335171,-0.532703,0.755552,-0.548675,Three
1714224646148253348,3.61193,0.33904,-0.535431,0.774794,-0.566678,Three
1714224646154912117,3.60919,0.697352,-0.540101,-0.646387,0.987097,Three
1714224646161864865,3.59137,0.695793,-0.53859,-0.628587,0.97199,Three
1714224646168863525,3.63089,0.705111,-0.545291,-0.592251,0.937312,Three
1714224646176200884,3.54308,0.689814,-0.532793,-0.590283,0.936261,Three
1714224646183464007,3.5887,0.699892,-0.540481,-0.551232,0.900879,Three
1714224646190830183,3.54822,0.693029,-0.534551,-0.542014,0.893522,Three
1714224646196952465,3.53092,0.690499,-0.532723,-0.523713,0.87493,Three
1714224646203173306,3.50392,0.686,-0.528898,-0.51318,0.869503,Three
1714224646209914939,3.55149,0.69592,-0.536784,-0.470553,0.825473,Three
1714224646217063188,3.49579,0.685454,-0.529414,-0.464428,0.820665,Three
1714224646223788969,3.48825,0.684086,-0.528409,-0.440491,0.795099,Three
1714224646230634855,3.49248,0.684937,-0.529998,-0.421896,0.778981,Three
1714224646237403554,3.50481,0.68711,-0.532917,-0.387282,0.749052,Three
1714224646243282022,3.55177,0.69595,-0.541581,-0.342185,0.704462,Three
1714224646248988263,3.51879,0.68921,-0.536647,-0.341832,0.708108,Three
1714224646254606605,3.46398,0.677547,-0.528171,-0.34569,0.709027,Three
1714224646260531544,3.4623,0.676444,-0.528691,-0.328633,0.691831,Three
1714224646266333584,2.89214,0.562944,-0.431313,0.918012,-0.536762,Three
1714224646277900285,3.45266,0.670629,-0.529283,-0.270771,0.631848,Three
1714224646284834965,3.52628,0.682709,-0.542469,-0.191279,0.559133,Three
1714224646291302666,3.41577,0.658646,-0.525309,-0.252799,0.612318,Three
1714224646298476308,3.43737,0.659531,-0.529095,-0.202019,0.56475,Three
1714224646305524348,3.43322,0.654947,-0.529186,-0.181633,0.541873,Three
1714224646313285207,3.49185,0.661353,-0.53919,-0.104302,0.469335,Three
1714224646320526703,3.42891,0.644559,-0.529247,-0.110857,0.468952,Three
1714224646327527488,3.44424,0.641718,-0.531793,-0.0744613,0.434455,Three
1714224646335333440,3.44154,0.635151,-0.531368,-0.0726275,0.429984,Three
1714224646342803071,3.40612,0.621609,-0.523439,-0.0561707,0.404251,Three
1714224646350278338,3.41862,0.617114,-0.524824,-0.0392429,0.385997,Three
1714224646357236322,3.38758,0.604658,-0.519882,-0.0392479,0.380277,Three
1714224646364251063,3.41744,0.602819,-0.523548,0.0165273,0.325701,Three
1714224646370714557,3.39095,0.591452,-0.518235,0.0350232,0.305717,Three
1714224646376664393,3.39759,0.586713,-0.519031,0.0518012,0.284327,Three
1714224646382714179,3.40453,0.582037,-0.52031,0.0697251,0.264687,Three
1714224646390223727,3.39504,0.573103,-0.519322,0.0410142,0.289629,Three
1714224646397280727,3.3875,0.56552,-0.518135,0.0694372,0.258363,Three
1714224646404644491,3.40198,0.560611,-0.520767,0.134416,0.194765,Three
1714224646412186667,3.38198,0.551192,-0.517937,0.129635,0.192145,Three
1714224646419222884,3.37478,0.544166,-0.51607,0.0887815,0.226601,Three
1714224646426418352,3.39229,0.540813,-0.519118,0.085972,0.226287,Three
1714224646434237912,3.3957,0.534827,-0.519868,0.102856,0.206987,Three
1714224646441553476,3.37802,0.525902,-0.516477,-0.000746731,0.310506,Three
1714224646448666492,3.41638,0.525694,-0.523316,0.175236,0.131157,Three
1714224646456308837,3.40707,0.51859,-0.521896,0.076246,0.229683,Three
1714224646463641479,3.39352,0.510361,-0.51938,0.0896601,0.213841,Three
1714224646471290604,3.41557,0.507296,-0.522262,0.217144,0.0820124,Three
1714224646478835248,3.41149,0.500712,-0.521835,0.0316327,0.266494,Three
1714224646485863022,3.41515,0.494781,-0.522419,0.294331,0.00128831,Three
1714224646492921494,3.3844,0.484325,-0.516348,0.36989,-0.0770301,Three
1714224646500155699,3.4303,0.485043,-0.523569,0.30482,-0.0183456,Three
1714224646507076086,3.43714,0.480227,-0.524343,0.317309,-0.0303134,Three
1714224646514303121,3.42909,0.473471,-0.522449,-0.0722633,0.359567,Three
1714224646522222124,3.42707,0.466477,-0.521081,-0.125903,0.408448,Three
1714224646528844238,3.44463,0.462603,-0.523639,0.419314,-0.139406,Three
1714224646535985425,3.44527,0.456681,-0.523694,0.440105,-0.16144,Three
1714224646542268201,3.43963,0.450647,-0.522849,0.464665,-0.187267,Three
1714224646548149398,3.44417,0.446378,-0.523715,0.491684,-0.215445,Three
1714224646553995645,3.40195,0.436033,-0.515991,0.535601,-0.262951,Three
1714224646560423476,3.40867,0.431859,-0.516587,0.555077,-0.284316,Three
1714224646567248048,3.44036,0.430191,-0.521515,0.558342,-0.289216,Three
1714224646574002089,3.43766,0.424371,-0.521083,0.582392,-0.316313,Three
1714224646580786383,3.43716,0.418787,-0.521049,0.603439,-0.336069,Three
1714224646588310681,3.526,0.423839,-0.534702,0.571861,-0.31284,Three
1714224646595407016,3.50629,0.415865,-0.531075,0.61068,-0.34847,Three
1714224646602327102,3.33621,0.391484,-0.502114,-0.462357,0.708804,Three
1714224646610314454,3.43842,0.396906,-0.518802,0.698306,-0.443329,Three
1714224646617677632,3.49916,0.398601,-0.52803,0.701921,-0.446868,Three
1714224646624824617,3.47406,0.390832,-0.523692,0.737058,-0.482942,Three
1714224646632216227,3.55116,0.394312,-0.535472,0.726828,-0.478086,Three
1714224646639223193,3.50494,0.384346,-0.527003,0.771962,-0.52398,Three
1714224646646011507,3.50332,0.379588,-0.526628,0.795323,-0.547082,Three
1714224646652905170,3.51406,0.376157,-0.527716,0.815423,-0.56752,Three
1714224646660093182,3.52415,0.372525,-0.528544,0.835054,-0.588711,Three
1714224646667101422,3.55801,0.371824,-0.533079,0.84767,-0.603874,Three
1714224646673888884,3.65396,0.737902,-0.55091,-0.60458,0.977447,Three
1714224646680876642,3.5745,0.719079,-0.538153,-0.603392,0.975112,Three
1714224646687795462,3.62188,0.72521,-0.54642,-0.565021,0.936231,Three
1714224646694870753,3.658,0.729231,-0.552741,-0.531586,0.90324,Three
1714224646701969024,3.61448,0.717126,-0.545382,-0.517571,0.890035,Three
1714224646709176294,3.62113,0.714966,-0.547257,-0.488954,0.857446,Three
1714224646715924471,3.64553,0.716139,-0.551257,-0.463356,0.831401,Three
1714224646723013409,3.52579,0.689069,-0.532789,-0.480783,0.847073,Three
1714224646729990942,3.53955,0.688216,-0.535077,-0.453633,0.820932,Three
1714224646737317185,3.5311,0.682721,-0.533772,-0.427829,0.795252,Three
1714224646744237109,3.5415,0.681004,-0.535495,-0.397152,0.762839,Three
1714224646750939079,3.49066,0.6676,-0.527849,-0.3984,0.760475,Three
1714224646756885271,3.53155,0.672384,-0.534833,-0.361624,0.723407,Three
1714224646762803173,3.4481,0.653159,-0.521494,-0.379187,0.736978,Three
1714224646768870004,3.45076,0.650506,-0.52206,-0.355245,0.715617,Three
1714224646775320472,3.5003,0.656221,-0.530461,-0.309618,0.666662,Three
1714224646781342132,3.53682,0.659369,-0.535892,-0.260815,0.619584,Three
1714224646787413499,3.51398,0.651628,-0.532533,-0.260323,0.619835,Three
1714224646794677225,3.59598,0.662809,-0.545832,-0.180237,0.537531,Three
1714224646800708280,3.46389,0.634767,-0.524963,-0.242148,0.597213,Three
1714224646806690834,3.49184,0.636145,-0.529447,-0.200222,0.548821,Three
1714224646812697883,3.51113,0.636433,-0.532552,-0.18118,0.533936,Three
1714224646819279250,3.46154,0.623707,-0.524974,-0.189845,0.538265,Three
1714224646825323938,3.46278,0.620198,-0.525321,-0.156781,0.50502,Three
1714224646831327348,3.46479,0.616877,-0.525801,-0.156001,0.503544,Three
1714224646837121834,3.45641,0.612006,-0.52454,-0.146405,0.488127,Three
1714224646843010565,3.4556,0.608066,-0.52449,-0.110095,0.450922,Three
1714224646848878031,3.46194,0.605761,-0.525565,-0.0831827,0.425243,Three
1714224646854910658,3.45529,0.600489,-0.524603,-0.112168,0.448576,Three
1714224646861307193,3.46803,0.598445,-0.526808,-0.0285918,0.371125,Three
1714224646867116947,3.46733,0.594641,-0.526718,-0.0309851,0.373199,Three
1714224646872895222,3.46651,0.590722,-0.526624,0.0334775,0.303322,Three
1714224646878899380,3.46635,0.586983,-0.526674,0.0324797,0.302116,Three
1714224646885323276,3.46846,0.583227,-0.527088,0.0895192,0.244428,Three
1714224646891223806,3.42223,0.571437,-0.519443,0.0168985,0.315153,Three
1714224646897056375,3.4222,0.568109,-0.519622,-0.0175361,0.348032,Three
1714224646903141055,3.45748,0.569648,-0.524999,0.133057,0.193676,Three
1714224646909314030,3.42166,0.559527,-0.519675,0.266513,0.0572745,Three
1714224646916360268,3.37431,0.547487,-0.511758,-0.0635863,0.382461,Three
1714224646923601413,3.3766,0.54377,-0.512137,-0.03406,0.355508,Three
1714224646930978934,3.37695,0.539054,-0.512226,-0.0611731,0.379847,Three
1714224646938101436,3.42096,0.54121,-0.519056,0.306575,0.00937156,Three
1714224646945320482,3.41,0.533924,-0.517378,0.290091,0.0247298,Three
1714224646952347622,3.46046,0.538512,-0.525349,0.125827,0.183319,Three
1714224646959368683,3.42143,0.526793,-0.518705,0.25189,0.0551996,Three
1714224646966411654,3.41021,0.521246,-0.516876,0.351356,-0.0418808,Three
1714224646973836604,3.41426,0.517141,-0.517602,0.310408,-0.005474,Three
1714224646980934459,3.35281,0.504026,-0.50743,-0.134179,0.443813,Three
1714224646988105750,3.44857,0.513904,-0.523059,0.025826,0.273544,Three
1714224646995202063,3.43534,0.506823,-0.520175,0.348172,-0.047018,Three
1714224647002281093,3.39533,0.496736,-0.513414,0.403662,-0.105508,Three
1714224647009347577,3.40146,0.493227,-0.514326,0.423848,-0.129511,Three
1714224647017321117,3.40139,0.488047,-0.514273,0.442987,-0.1486,Three
1714224647024405319,3.43341,0.48844,-0.519083,0.423559,-0.132378,Three
1714224647031604421,3.42897,0.483295,-0.517805,0.444115,-0.153091,Three
1714224647039233145,3.44166,0.480252,-0.519943,0.466878,-0.181874,Three
1714224647046419620,3.46086,0.478593,-0.522849,0.471666,-0.18459,Three
1714224647053541475,3.46184,0.474451,-0.523039,0.486067,-0.199245,Three
1714224647061183337,3.47715,0.471773,-0.524914,0.501754,-0.219136,Three
1714224647068077158,3.48157,0.468368,-0.524855,0.517441,-0.239551,Three
1714224647074982634,3.50939,0.468059,-0.529032,0.529698,-0.250549,Three
1714224647081948963,3.4671,0.458352,-0.521861,0.582302,-0.305441,Three
1714224647088781734,3.4143,0.447586,-0.51317,0.635788,-0.355247,Three
1714224647095776089,3.46716,0.450501,-0.521366,0.629669,-0.356011,Three
1714224647102800396,3.49761,0.450706,-0.525935,0.62952,-0.355413,Three
1714224647109892109,3.46114,0.44205,-0.51982,0.675634,-0.404248,Three
1714224647116908966,3.47191,0.439741,-0.521487,0.692308,-0.420447,Three
1714224647123951354,3.49784,0.439049,-0.525378,0.704635,-0.433781,Three
1714224647130868319,3.50809,0.436678,-0.526176,0.717417,-0.450351,Three
1714224647138275492,3.51493,0.433701,-0.526601,0.741619,-0.475403,Three
1714224647145452863,3.53793,0.432669,-0.530153,0.759983,-0.494482,Three
1714224647152490650,3.54232,0.429837,-0.530072,0.782463,-0.518978,Three
1714224647160290609,3.54837,0.42696,-0.530328,0.807646,-0.544923,Three
1714224647167544522,3.54773,0.423284,-0.530135,0.826671,-0.563111,Three
1714224647174491352,3.5474,0.41978,-0.529303,0.851861,-0.589154,Three
1714224647182255522,3.51682,0.765535,-0.53093,-0.606418,1.00601,Three
1714224647189046958,3.51675,0.761114,-0.531082,-0.580794,0.980676,Three
1714224647195914855,3.5591,0.766189,-0.539017,-0.544556,0.941857,Three
1714224647204283909,3.55478,0.759889,-0.539218,-0.51828,0.912397,Three
1714224647211734225,3.52077,0.747634,-0.534156,-0.504318,0.900337,Three
1714224647219245053,3.51616,0.741595,-0.533547,-0.479412,0.870507,Three
1714224647226266096,3.52268,0.738219,-0.53535,-0.450162,0.840526,Three
1714224647233291126,3.39522,0.706534,-0.515281,-0.47704,0.86544,Three
1714224647240091417,3.43739,0.710795,-0.52254,-0.433974,0.822425,Three
1714224647247024580,3.43169,0.704544,-0.521685,-0.414204,0.798252,Three
1714224647253801599,3.47704,0.708613,-0.529368,-0.374041,0.75768,Three
1714224647260548363,3.52967,0.714645,-0.538348,-0.317334,0.70383,Three
1714224647267215854,3.43602,0.690595,-0.523391,-0.343264,0.722941,Three
1714224647273796556,3.08048,0.613703,-0.463389,0.858377,-0.470831,Three
1714224647281183643,2.87043,0.567745,-0.427748,0.910617,-0.51556,Three
1714224647287958401,3.44368,0.67609,-0.525627,-0.265883,0.643576,Three
1714224647294674641,3.45342,0.67266,-0.527372,-0.243574,0.618108,Three
1714224647301525360,3.40941,0.658973,-0.520577,-0.245621,0.618625,Three
1714224647308477100,3.41782,0.654718,-0.522008,-0.211833,0.584299,Three
1714224647314622589,3.44973,0.655636,-0.52689,-0.162034,0.528117,Three
1714224647320792043,3.45696,0.65207,-0.528117,-0.136417,0.501263,Three
1714224647326837558,3.40587,0.637268,-0.52022,-0.149303,0.508447,Three
1714224647332974557,3.35758,0.62296,-0.512011,-0.177221,0.532675,Three
1714224647338885699,3.39064,0.624817,-0.517027,-0.132264,0.483071,Three
1714224647344902104,3.45194,0.630494,-0.527422,-0.0442123,0.400127,Three
1714224647350684863,3.42515,0.620785,-0.523167,-0.0553711,0.403397,Three
1714224647356719832,3.45672,0.620857,-0.528475,0.0204299,0.332833,Three
1714224647362844774,3.43288,0.611346,-0.52461,0.0496042,0.298973,Three
1714224647369186590,3.414,0.602338,-0.521612,0.0485837,0.295403,Three
1714224647374968252,3.44645,0.603177,-0.526998,0.0848297,0.260478,Three
1714224647381920929,3.39818,0.588252,-0.519559,0.0511448,0.288484,Three
1714224647388947695,3.41085,0.584523,-0.521708,0.0873987,0.251357,Three
1714224647395766585,3.41131,0.578652,-0.521806,0.0883163,0.247135,Three
1714224647402832834,3.42091,0.574308,-0.522962,0.144215,0.188234,Three
1714224647409844481,3.40364,0.564894,-0.519985,0.0619147,0.264976,Three
1714224647417015386,3.4001,0.557788,-0.519581,0.205267,0.122972,Three
1714224647424274420,3.35611,0.544181,-0.512169,0.0865559,0.233211,Three
1714224647431528175,3.36426,0.539544,-0.513193,0.185807,0.135281,Three
1714224647438802456,3.37744,0.53526,-0.515845,0.03933,0.275427,Three
1714224647446164500,3.38934,0.530281,-0.517083,0.121532,0.192003,Three
1714224647453612431,3.38966,0.523736,-0.51733,0.144869,0.163369,Three
1714224647461073690,3.36182,0.513105,-0.512217,0.166064,0.138942,Three
1714224647468405087,3.38862,0.510584,-0.516661,0.230112,0.0751212,Three
1714224647475622754,3.38987,0.504801,-0.516619,0.0170685,0.284974,Three
1714224647482787346,3.35608,0.492946,-0.510778,0.332424,-0.0344942,Three
1714224647490271464,3.38337,0.490685,-0.515042,0.303746,-0.00838298,Three
1714224647497467729,3.38834,0.485054,-0.515264,0.314625,-0.0239065,Three
1714224647505046381,3.38638,0.478384,-0.514351,0.339866,-0.0499181,Three
1714224647512198615,3.35031,0.467148,-0.508363,0.410852,-0.124816,Three
1714224647519696951,3.38394,0.465693,-0.513632,0.384822,-0.103234,Three
1714224647526977845,3.41365,0.463391,-0.518025,0.387334,-0.107597,Three
